game_pk,official_date,game_date_utc,season,game_type,double_header,game_number,series_game_number,day_night,scheduled_innings,status,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score,home_win,total_runs,run_diff,home_sp_id,home_sp_name,away_sp_id,away_sp_name,venue_id,venue_name,reported_condition,reported_temp_f,reported_wind,innings_played,home_batted_ninth
717452,2023-07-07,2023-07-08T01:40:00Z,2023,R,N,1,1,night,9,Final,109,Arizona Diamondbacks,134,Pittsburgh Pirates,7,3,1,10,4,668678,Zac Gallen,448179,Rich Hill,15,Chase Field,Roof Closed,74,"0 mph, None",9,0
717453,2023-07-07,2023-07-08T00:10:00Z,2023,R,N,1,2,night,9,Final,117,Houston Astros,136,Seattle Mariners,1,10,0,11,-9,686613,Hunter Brown,622491,Luis Castillo,2392,Minute Maid Park,Roof Closed,73,"0 mph, None",9,1
717454,2023-07-07,2023-07-08T01:40:00Z,2023,R,N,1,1,night,9,Final,135,San Diego Padres,121,New York Mets,5,7,0,12,-2,506433,Yu Darvish,434378,Justin Verlander,2680,Petco Park,Partly Cloudy,67,"8 mph, Varies",10,1
717455,2023-07-07,2023-07-08T00:10:00Z,2023,R,N,1,1,night,9,Final,145,Chicago White Sox,138,St. Louis Cardinals,8,7,1,15,1,656302,Dylan Cease,656756,Jordan Montgomery,4,Guaranteed Rate Field,Cloudy,72,"9 mph, In From LF",9,0
717456,2023-07-07,2023-07-08T02:10:00Z,2023,R,N,1,1,night,9,Final,119,Los Angeles Dodgers,108,Los Angeles Angels,11,4,1,15,7,664062,Tony Gonsolin,656288,Griffin Canning,22,Dodger Stadium,Clear,69,"7 mph, Out To CF",9,0
717457,2023-07-07,2023-07-07T22:40:00Z,2023,R,N,1,1,night,9,Final,116,Detroit Tigers,141,Toronto Blue Jays,2,12,0,14,-10,656412,Alex Faedo,666201,Alek Manoah,2394,Comerica Park,Partly Cloudy,79,"8 mph, In From CF",9,1
717458,2023-07-07,2023-07-08T00:10:00Z,2023,R,N,1,1,night,9,Final,142,Minnesota Twins,110,Baltimore Orioles,1,3,0,4,-2,641927,Bailey Ober,608344,Cole Irvin,3312,Target Field,Partly Cloudy,73,"5 mph, Out To LF",10,1
717459,2023-07-07,2023-07-08T00:10:00Z,2023,R,N,1,1,night,9,Final,158,Milwaukee Brewers,113,Cincinnati Reds,7,3,1,10,4,669203,Corbin Burnes,671096,Andrew Abbott,32,American Family Field,Roof Closed,77,"0 mph, None",9,0
717460,2023-07-07,2023-07-07T22:40:00Z,2023,R,N,1,1,night,9,Final,139,Tampa Bay Rays,144,Atlanta Braves,1,2,0,3,-1,607192,Tyler Glasnow,450203,Charlie Morton,12,Tropicana Field,Dome,72,"0 mph, None",9,1
717461,2023-07-07,2023-07-07T23:10:00Z,2023,R,N,1,1,night,9,Final,111,Boston Red Sox,133,Oakland Athletics,7,3,1,10,4,657514,Brennan Bernardino,669674,Sam Long,3,Fenway Park,Partly Cloudy,82,"9 mph, Out To LF",9,0
717463,2023-07-07,2023-07-07T23:10:00Z,2023,R,N,1,2,night,9,Final,114,Cleveland Guardians,118,Kansas City Royals,3,0,1,3,3,650644,Aaron Civale,663738,Daniel Lynch IV,5,Progressive Field,Clear,75,"2 mph, In From RF",9,0
717464,2023-07-07,2023-07-07T23:05:00Z,2023,R,N,1,1,night,9,Final,147,New York Yankees,112,Chicago Cubs,0,3,0,3,-3,607074,Carlos Rodón,592791,Jameson Taillon,3313,Yankee Stadium,Cloudy,80,"8 mph, In From RF",9,1
717465,2023-07-07,2023-07-07T23:05:00Z,2023,R,N,1,1,night,9,Final,120,Washington Nationals,140,Texas Rangers,2,7,0,9,-5,592866,Trevor Williams,674003,Cody Bradford,3309,Nationals Park,Clear,85,"3 mph, Out To LF",9,1
717466,2023-07-07,2023-07-07T22:40:00Z,2023,R,N,1,1,night,9,Final,146,Miami Marlins,143,Philadelphia Phillies,3,4,0,7,-1,645261,Sandy Alcantara,554430,Zack Wheeler,4169,loanDepot park,Dome,72,"0 mph, None",9,1
717436,2023-07-08,2023-07-09T02:10:00Z,2023,R,N,1,2,night,9,Final,135,San Diego Padres,121,New York Mets,3,1,1,4,2,605483,Blake Snell,656849,David Peterson,2680,Petco Park,Partly Cloudy,65,"8 mph, L To R",9,0
717437,2023-07-08,2023-07-09T01:10:00Z,2023,R,N,1,2,night,9,Final,119,Los Angeles Dodgers,108,Los Angeles Angels,10,5,1,15,5,681911,Alex Vesia,672282,Reid Detmers,22,Dodger Stadium,Clear,73,"7 mph, Out To CF",9,0
717438,2023-07-08,2023-07-08T20:10:00Z,2023,R,N,1,2,day,9,Final,146,Miami Marlins,143,Philadelphia Phillies,5,3,1,8,2,666129,Braxton Garrett,624133,Ranger Suarez,4169,loanDepot park,Roof Closed,72,"0 mph, None",9,0
717439,2023-07-08,2023-07-08T20:10:00Z,2023,R,N,1,2,day,9,Final,109,Arizona Diamondbacks,134,Pittsburgh Pirates,3,2,1,5,1,669459,Kyle Nelson,656605,Mitch Keller,15,Chase Field,Roof Closed,76,"0 mph, None",10,1
717440,2023-07-08,2023-07-08T23:15:00Z,2023,R,N,1,3,night,9,Final,117,Houston Astros,136,Seattle Mariners,3,2,1,5,1,664285,Framber Valdez,693433,Bryan Woo,2392,Minute Maid Park,Roof Closed,73,"0 mph, None",9,0
717441,2023-07-08,2023-07-08T23:15:00Z,2023,R,N,1,2,night,9,Final,139,Tampa Bay Rays,144,Atlanta Braves,1,6,0,7,-5,671737,Taj Bradley,675911,Spencer Strider,12,Tropicana Field,Dome,72,"0 mph, None",9,1
717442,2023-07-08,2023-07-08T17:10:00Z,2023,R,N,1,2,day,9,Final,116,Detroit Tigers,141,Toronto Blue Jays,2,0,1,2,2,666159,Matt Manning,592332,Kevin Gausman,2394,Comerica Park,Overcast,69,"9 mph, R To L",9,0
717443,2023-07-08,2023-07-08T20:10:00Z,2023,R,N,1,3,day,9,Final,114,Cleveland Guardians,118,Kansas City Royals,10,6,1,16,4,668909,Gavin Williams,663903,Brady Singer,5,Progressive Field,Cloudy,72,"8 mph, L To R",9,0
717444,2023-07-08,2023-07-08T20:10:00Z,2023,R,N,1,2,day,9,Final,158,Milwaukee Brewers,113,Cincinnati Reds,5,8,0,13,-3,607067,Colin Rea,596133,Luke Weaver,32,American Family Field,Partly Cloudy,75,"9 mph, L To R",9,1
717445,2023-07-08,2023-07-08T18:10:00Z,2023,R,N,1,2,day,9,Final,145,Chicago White Sox,138,St. Louis Cardinals,0,3,0,3,-3,657053,Touki Toussaint,571945,Miles Mikolas,4,Guaranteed Rate Field,Cloudy,65,"9 mph, Out To RF",9,1
717446,2023-07-08,2023-07-08T18:10:00Z,2023,R,N,1,2,day,9,Final,142,Minnesota Twins,110,Baltimore Orioles,2,6,0,8,-4,543243,Sonny Gray,669330,Tyler Wells,3312,Target Field,Partly Cloudy,76,"9 mph, Out To RF",9,1
717447,2023-07-08,2023-07-08T17:05:00Z,2023,R,N,1,2,day,9,Final,147,New York Yankees,112,Chicago Cubs,6,3,1,9,3,543037,Gerrit Cole,592767,Drew Smyly,3313,Yankee Stadium,Cloudy,83,"7 mph, R To L",9,0
717449,2023-07-08,2023-07-08T20:10:00Z,2023,R,N,1,2,day,9,Final,111,Boston Red Sox,133,Oakland Athletics,10,3,1,13,7,572020,James Paxton,643493,Austin Pruitt,3,Fenway Park,Sunny,78,"11 mph, In From RF",9,0
717450,2023-07-08,2023-07-08T20:05:00Z,2023,R,N,1,2,day,9,Final,120,Washington Nationals,140,Texas Rangers,8,3,1,11,5,663623,Jake Irvin,571760,Andrew Heaney,3309,Nationals Park,Cloudy,87,"7 mph, R To L",9,0
717451,2023-07-08,2023-07-08T20:05:00Z,2023,R,N,1,2,day,9,Final,137,San Francisco Giants,115,Colorado Rockies,5,3,1,8,2,676254,Ryan Walker,657756,Connor Seabold,2395,Oracle Park,Partly Cloudy,62,"20 mph, Out To CF",9,0
717422,2023-07-09,2023-07-09T20:05:00Z,2023,R,N,1,3,day,9,Final,137,San Francisco Giants,115,Colorado Rockies,1,0,1,1,1,657277,Logan Webb,607536,Kyle Freeland,2395,Oracle Park,Cloudy,60,"17 mph, Out To CF",9,0
717423,2023-07-09,2023-07-09T20:10:00Z,2023,R,N,1,3,day,9,Final,135,San Diego Padres,121,New York Mets,6,2,1,8,4,605397,Joe Musgrove,453286,Max Scherzer,2680,Petco Park,Sunny,70,"6 mph, L To R",9,0
717424,2023-07-09,2023-07-09T18:10:00Z,2023,R,N,1,3,day,9,Final,145,Chicago White Sox,138,St. Louis Cardinals,3,4,0,7,-1,608337,Lucas Giolito,571927,Steven Matz,4,Guaranteed Rate Field,Partly Cloudy,80,"3 mph, Out To RF",10,1
717425,2023-07-09,2023-07-09T20:10:00Z,2023,R,N,1,3,day,9,Final,109,Arizona Diamondbacks,134,Pittsburgh Pirates,2,4,0,6,-2,605200,Zach Davies,669387,Carmen Mlodzinski,15,Chase Field,Roof Closed,77,"0 mph, None",9,1
717426,2023-07-09,2023-07-09T17:40:00Z,2023,R,N,1,3,day,9,Final,146,Miami Marlins,143,Philadelphia Phillies,7,3,1,10,4,666200,Jesús Luzardo,605400,Aaron Nola,4169,loanDepot park,Roof Closed,72,"0 mph, None",9,0
717427,2023-07-09,2023-07-09T18:10:00Z,2023,R,N,1,3,day,9,Final,158,Milwaukee Brewers,113,Cincinnati Reds,1,0,1,1,1,489119,Wade Miley,,,32,American Family Field,Partly Cloudy,75,"9 mph, In From LF",9,0
717428,2023-07-09,2023-07-09T18:10:00Z,2023,R,N,1,3,day,9,Final,142,Minnesota Twins,110,Baltimore Orioles,2,15,0,17,-13,657746,Joe Ryan,502043,Kyle Gibson,3312,Target Field,Sunny,80,"13 mph, Out To LF",9,1
717429,2023-07-09,2023-07-09T17:40:00Z,2023,R,N,1,3,day,9,Final,139,Tampa Bay Rays,144,Atlanta Braves,10,4,1,14,6,621107,Zach Eflin,693821,Bryce Elder,12,Tropicana Field,Dome,72,"0 mph, None",9,0
717430,2023-07-09,2023-07-09T18:10:00Z,2023,R,N,1,4,day,9,Final,117,Houston Astros,136,Seattle Mariners,1,3,0,4,-2,656232,Brandon Bielak,669302,Logan Gilbert,2392,Minute Maid Park,Roof Closed,73,"0 mph, None",9,1
717431,2023-07-09,2023-07-09T17:40:00Z,2023,R,N,1,3,day,9,Final,116,Detroit Tigers,141,Toronto Blue Jays,3,4,0,7,-1,669373,Tarik Skubal,605135,Chris Bassitt,2394,Comerica Park,Cloudy,74,"8 mph, R To L",10,1
717432,2023-07-09,2023-07-09T16:05:00Z,2023,R,N,1,3,day,9,Final,120,Washington Nationals,140,Texas Rangers,7,2,1,9,5,571578,Patrick Corbin,641540,Dane Dunning,3309,Nationals Park,Cloudy,83,"5 mph, L To R",9,0
717433,2023-07-09,2023-07-09T17:35:00Z,2023,R,N,1,3,day,9,Final,147,New York Yankees,112,Chicago Cubs,4,7,0,11,-3,593334,Domingo Germán,543294,Kyle Hendricks,3313,Yankee Stadium,Cloudy,79,"10 mph, Out To LF",9,1
717434,2023-07-09,2023-07-09T17:40:00Z,2023,R,N,1,4,day,9,Final,114,Cleveland Guardians,118,Kansas City Royals,1,4,0,5,-3,669456,Shane Bieber,642232,Ryan Yarbrough,5,Progressive Field,Partly Cloudy,73,"12 mph, L To R",9,1
717435,2023-07-09,2023-07-09T17:35:00Z,2023,R,N,1,3,day,9,Final,111,Boston Red Sox,133,Oakland Athletics,4,3,1,7,1,605463,Tayler Scott,676664,JP Sears,3,Fenway Park,Cloudy,80,"12 mph, In From RF",9,0
717405,2023-07-14,2023-07-15T01:38:00Z,2023,R,N,1,1,night,9,Final,108,Los Angeles Angels,117,Houston Astros,5,7,0,12,-2,660271,Shohei Ohtani,641585,J.P. France,1,Angel Stadium,Clear,85,"8 mph, Out To CF",9,1
717406,2023-07-14,2023-07-15T02:10:00Z,2023,R,N,1,1,night,9,Final,136,Seattle Mariners,116,Detroit Tigers,4,5,0,9,-1,622491,Luis Castillo,593958,Eduardo Rodriguez,680,T-Mobile Park,Clear,80,"5 mph, L To R",9,1
717407,2023-07-14,2023-07-14T23:05:00Z,2023,R,N,1,1,night,9,Final,138,St. Louis Cardinals,120,Washington Nationals,5,7,0,12,-2,571945,Miles Mikolas,592866,Trevor Williams,2889,Busch Stadium,Partly Cloudy,91,"8 mph, In From RF",10,1
717409,2023-07-14,2023-07-15T01:40:00Z,2023,R,N,1,1,night,9,Final,133,Oakland Athletics,142,Minnesota Twins,4,5,0,9,-1,686610,Ken Waldichuk,628317,Kenta Maeda,10,Oakland Coliseum,Clear,71,"12 mph, Out To RF",9,1
717410,2023-07-14,2023-07-15T00:40:00Z,2023,R,N,1,1,night,9,Final,115,Colorado Rockies,147,New York Yankees,7,2,1,9,5,596295,Austin Gomber,607074,Carlos Rodón,19,Coors Field,Partly Cloudy,82,"8 mph, R To L",9,0
717412,2023-07-14,2023-07-14T23:10:00Z,2023,R,N,1,4,night,9,Final,113,Cincinnati Reds,158,Milwaukee Brewers,0,1,0,1,-1,668933,Graham Ashcraft,669203,Corbin Burnes,2602,Great American Ball Park,Partly Cloudy,91,"8 mph, Varies",9,1
717413,2023-07-14,2023-07-14T23:10:00Z,2023,R,N,1,1,night,9,Final,121,New York Mets,119,Los Angeles Dodgers,0,6,0,6,-6,434378,Justin Verlander,628711,Julio Urías,3289,Citi Field,Cloudy,82,"9 mph, Out To LF",9,1
717414,2023-07-14,2023-07-14T23:20:00Z,2023,R,N,1,1,night,9,Final,144,Atlanta Braves,145,Chicago White Sox,9,0,1,9,9,450203,Charlie Morton,656629,Michael Kopech,4705,Truist Park,Partly Cloudy,86,"3 mph, Calm",9,0
717415,2023-07-14,2023-07-15T00:05:00Z,2023,R,N,1,1,night,9,Final,140,Texas Rangers,114,Cleveland Guardians,12,4,1,16,8,592351,Jon Gray,650644,Aaron Civale,5325,Globe Life Field,Roof Closed,74,"0 mph, None",9,0
717416,2023-07-14,2023-07-14T23:05:00Z,2023,R,N,1,1,night,9,Final,134,Pittsburgh Pirates,137,San Francisco Giants,4,6,0,10,-2,448179,Rich Hill,548389,Ross Stripling,31,PNC Park,Partly Cloudy,85,"6 mph, Out To LF",9,1
717417,2023-07-14,2023-07-14T23:05:00Z,2023,R,N,1,1,night,9,Final,110,Baltimore Orioles,146,Miami Marlins,5,2,1,7,3,665152,Dean Kremer,645261,Sandy Alcantara,2,Oriole Park at Camden Yards,Partly Cloudy,81,"6 mph, Out To LF",9,0
717418,2023-07-14,2023-07-14T22:05:00Z,2023,R,N,1,1,night,9,Final,143,Philadelphia Phillies,135,San Diego Padres,3,8,0,11,-5,650911,Cristopher Sánchez,506433,Yu Darvish,2681,Citizens Bank Park,Partly Cloudy,87,"8 mph, Out To RF",9,1
717419,2023-07-14,2023-07-15T00:05:00Z,2023,R,N,1,1,night,9,Final,112,Chicago Cubs,111,Boston Red Sox,3,8,0,11,-5,543294,Kyle Hendricks,678394,Brayan Bello,17,Wrigley Field,Cloudy,86,"7 mph, Out To RF",9,1
717420,2023-07-14,2023-07-14T23:07:00Z,2023,R,N,1,1,night,9,Final,141,Toronto Blue Jays,109,Arizona Diamondbacks,7,2,1,9,5,621244,José Berríos,669194,Ryne Nelson,14,Rogers Centre,Cloudy,73,"9 mph, R To L",9,0
717389,2023-07-15,2023-07-16T01:07:00Z,2023,R,N,1,2,night,9,Final,108,Los Angeles Angels,117,Houston Astros,13,12,1,25,1,672282,Reid Detmers,664285,Framber Valdez,1,Angel Stadium,Clear,77,"9 mph, Out To RF",10,1
717390,2023-07-15,2023-07-16T01:40:00Z,2023,R,N,1,2,night,9,Final,136,Seattle Mariners,116,Detroit Tigers,0,6,0,6,-6,669923,George Kirby,547179,Michael Lorenzen,680,T-Mobile Park,Clear,84,"1 mph, L To R",9,1
717392,2023-07-15,2023-07-15T23:10:00Z,2023,R,N,1,5,night,9,Final,113,Cincinnati Reds,158,Milwaukee Brewers,0,3,0,3,-3,671096,Andrew Abbott,642547,Freddy Peralta,2602,Great American Ball Park,Cloudy,75,"8 mph, R To L",9,1
717393,2023-07-15,2023-07-15T23:10:00Z,2023,R,S,2,2,night,9,Final,118,Kansas City Royals,139,Tampa Bay Rays,2,4,0,6,-2,666142,Cole Ragans,542888,Shawn Armstrong,7,Kauffman Stadium,Partly Cloudy,88,"9 mph, L To R",9,1
717394,2023-07-15,2023-07-16T00:10:00Z,2023,R,N,1,2,night,9,Final,115,Colorado Rockies,147,New York Yankees,3,6,0,9,-3,657756,Connor Seabold,657376,Clarke Schmidt,19,Coors Field,Partly Cloudy,85,"7 mph, In From CF",9,1
717395,2023-07-15,2023-07-15T23:15:00Z,2023,R,N,1,2,night,9,Final,144,Atlanta Braves,145,Chicago White Sox,5,6,0,11,-1,675911,Spencer Strider,458681,Lance Lynn,4705,Truist Park,Partly Cloudy,86,"16 mph, R To L",9,1
717396,2023-07-15,2023-07-15T23:15:00Z,2023,R,N,1,2,night,9,Final,138,St. Louis Cardinals,120,Washington Nationals,9,6,1,15,3,571927,Steven Matz,663623,Jake Irvin,2889,Busch Stadium,Partly Cloudy,77,"8 mph, Out To RF",9,0
717397,2023-07-15,2023-07-15T23:05:00Z,2023,R,S,2,3,night,9,Final,143,Philadelphia Phillies,135,San Diego Padres,9,4,1,13,5,592836,Taijuan Walker,677960,Ryan Weathers,2681,Citizens Bank Park,Partly Cloudy,86,"11 mph, Out To CF",9,0
717398,2023-07-15,2023-07-15T23:05:00Z,2023,R,N,1,2,night,9,Final,134,Pittsburgh Pirates,137,San Francisco Giants,1,3,0,4,-2,670912,Johan Oviedo,502171,Alex Cobb,31,PNC Park,Overcast,86,"7 mph, Out To LF",9,1
717399,2023-07-15,2023-07-15T23:07:00Z,2023,R,N,1,2,day,9,Final,133,Oakland Athletics,142,Minnesota Twins,7,10,0,17,-3,643493,Austin Pruitt,641154,Pablo López,10,Oakland Coliseum,Sunny,80,"10 mph, Out To RF",9,1
717400,2023-07-15,2023-07-15T23:15:00Z,2023,R,N,1,2,night,9,Final,121,New York Mets,119,Los Angeles Dodgers,1,5,0,6,-4,673540,Kodai Senga,664062,Tony Gonsolin,3289,Citi Field,Drizzle,79,"3 mph, Out To LF",9,1
717401,2023-07-15,2023-07-15T23:05:00Z,2023,R,N,1,2,night,9,Final,110,Baltimore Orioles,146,Miami Marlins,6,5,1,11,1,502043,Kyle Gibson,666129,Braxton Garrett,2,Oriole Park at Camden Yards,Cloudy,90,"9 mph, Out To LF",9,0
717402,2023-07-15,2023-07-15T20:05:00Z,2023,R,N,1,2,day,9,Final,140,Texas Rangers,114,Cleveland Guardians,2,0,1,2,2,571760,Andrew Heaney,668909,Gavin Williams,5325,Globe Life Field,Roof Closed,74,"0 mph, None",9,0
717403,2023-07-15,2023-07-15T18:20:00Z,2023,R,N,1,2,day,9,Final,112,Chicago Cubs,111,Boston Red Sox,10,4,1,14,6,573186,Marcus Stroman,572020,James Paxton,17,Wrigley Field,Partly Cloudy,83,"8 mph, Out To RF",9,0
717404,2023-07-15,2023-07-15T19:07:00Z,2023,R,N,1,2,day,9,Final,141,Toronto Blue Jays,109,Arizona Diamondbacks,5,2,1,7,3,605135,Chris Bassitt,668678,Zac Gallen,14,Rogers Centre,Roof Closed,68,"0 mph, None",9,0
717408,2023-07-15,2023-07-15T17:05:00Z,2023,R,S,1,2,day,9,Final,143,Philadelphia Phillies,135,San Diego Padres,6,4,1,10,2,624133,Ranger Suarez,605483,Blake Snell,2681,Citizens Bank Park,Sunny,90,"6 mph, Out To CF",9,0
717411,2023-07-15,2023-07-15T18:10:00Z,2023,R,S,1,1,day,9,Final,118,Kansas City Royals,139,Tampa Bay Rays,1,6,0,7,-5,679525,Alec Marsh,607192,Tyler Glasnow,7,Kauffman Stadium,Sunny,86,"8 mph, L To R",9,1
717373,2023-07-16,2023-07-16T20:10:00Z,2023,R,N,1,3,day,9,Final,136,Seattle Mariners,116,Detroit Tigers,2,0,1,2,2,682243,Bryce Miller,681857,Reese Olson,680,T-Mobile Park,Sunny,76,"5 mph, L To R",9,0
717376,2023-07-16,2023-07-16T18:20:00Z,2023,R,N,1,3,day,9,Final,112,Chicago Cubs,111,Boston Red Sox,5,11,0,16,-6,657006,Justin Steele,676710,Kutter Crawford,17,Wrigley Field,Partly Cloudy,81,"4 mph, L To R",9,1
717377,2023-07-16,2023-07-16T18:35:00Z,2023,R,N,1,3,day,9,Final,140,Texas Rangers,114,Cleveland Guardians,6,5,1,11,1,527048,Martín Pérez,676440,Tanner Bibee,5325,Globe Life Field,Roof Closed,74,"0 mph, None",9,0
717378,2023-07-16,2023-07-16T19:10:00Z,2023,R,N,1,3,day,9,Final,115,Colorado Rockies,147,New York Yankees,8,7,1,15,1,502624,Chase Anderson,543037,Gerrit Cole,19,Coors Field,Sunny,86,"5 mph, In From CF",11,1
717379,2023-07-16,2023-07-16T20:07:00Z,2023,R,N,1,3,day,9,Final,133,Oakland Athletics,142,Minnesota Twins,4,5,0,9,-1,676664,JP Sears,657746,Joe Ryan,10,Oakland Coliseum,Partly Cloudy,79,"8 mph, Varies",9,1
717380,2023-07-16,2023-07-16T18:15:00Z,2023,R,N,1,3,day,9,Final,138,St. Louis Cardinals,120,Washington Nationals,8,4,1,12,4,656427,Jack Flaherty,680686,Josiah Gray,2889,Busch Stadium,Sunny,89,"8 mph, Out To RF",9,0
717381,2023-07-16,2023-07-16T23:10:00Z,2023,R,N,1,3,day,9,Final,108,Los Angeles Angels,117,Houston Astros,8,9,0,17,-1,542881,Tyler Anderson,664299,Cristian Javier,1,Angel Stadium,Sunny,83,"8 mph, Out To CF",9,1
717382,2023-07-16,2023-07-16T18:10:00Z,2023,R,N,1,3,day,9,Final,118,Kansas City Royals,139,Tampa Bay Rays,8,4,1,12,4,663903,Brady Singer,621107,Zach Eflin,7,Kauffman Stadium,Partly Cloudy,70,"5 mph, R To L",9,0
717383,2023-07-16,2023-07-16T17:40:00Z,2023,R,N,1,6,day,9,Final,113,Cincinnati Reds,158,Milwaukee Brewers,3,4,0,7,-1,594902,Ben Lively,605288,Adrian Houser,2602,Great American Ball Park,Overcast,83,"10 mph, Varies",9,1
717384,2023-07-16,2023-07-16T17:35:00Z,2023,R,N,1,3,day,9,Final,110,Baltimore Orioles,146,Miami Marlins,5,4,1,9,1,680694,Kyle Bradish,595345,Steven Okert,2,Oriole Park at Camden Yards,Cloudy,81,"2 mph, Out To RF",9,0
717385,2023-07-16,2023-07-16T21:10:00Z,2023,R,N,1,3,night,9,Final,121,New York Mets,119,Los Angeles Dodgers,2,1,1,3,1,453286,Max Scherzer,676272,Bobby Miller,3289,Citi Field,Cloudy,79,"7 mph, Out To LF",10,1
717386,2023-07-16,2023-07-16T17:37:00Z,2023,R,N,1,3,day,9,Final,141,Toronto Blue Jays,109,Arizona Diamondbacks,7,5,1,12,2,579328,Yusei Kikuchi,674072,Tommy Henry,14,Rogers Centre,Partly Cloudy,73,"7 mph, Out To LF",9,0
717387,2023-07-16,2023-07-16T17:35:00Z,2023,R,N,1,4,day,9,Final,143,Philadelphia Phillies,135,San Diego Padres,7,6,1,13,1,554430,Zack Wheeler,607625,Seth Lugo,2681,Citizens Bank Park,Cloudy,77,"3 mph, Calm",12,1
717388,2023-07-16,2023-07-16T16:05:00Z,2023,R,N,1,3,day,9,Final,134,Pittsburgh Pirates,137,San Francisco Giants,4,8,0,12,-4,674370,Osvaldo Bido,622072,Alex Wood,31,PNC Park,Partly Cloudy,79,"9 mph, Out To LF",10,1
717391,2023-07-16,2023-07-16T17:35:00Z,2023,R,N,1,3,day,9,Final,144,Atlanta Braves,145,Chicago White Sox,1,8,0,9,-7,663465,Kolby Allard,656302,Dylan Cease,4705,Truist Park,Partly Cloudy,88,"9 mph, R To L",9,1
717365,2023-07-17,2023-07-18T01:40:00Z,2023,R,N,1,1,night,9,Final,136,Seattle Mariners,142,Minnesota Twins,7,6,1,13,1,669302,Logan Gilbert,543243,Sonny Gray,680,T-Mobile Park,Partly Cloudy,70,"8 mph, In From LF",9,0
717366,2023-07-17,2023-07-18T01:40:00Z,2023,R,N,1,1,night,9,Final,133,Oakland Athletics,111,Boston Red Sox,0,7,0,7,-7,621112,Paul Blackburn,657514,Brennan Bernardino,10,Oakland Coliseum,Clear,67,"8 mph, Out To RF",9,1
717367,2023-07-17,2023-07-18T00:05:00Z,2023,R,N,1,1,night,9,Final,140,Texas Rangers,139,Tampa Bay Rays,3,2,1,5,1,641540,Dane Dunning,663556,Shane McClanahan,5325,Globe Life Field,Roof Closed,74,"0 mph, None",9,1
717368,2023-07-17,2023-07-18T00:10:00Z,2023,R,N,1,1,night,9,Final,118,Kansas City Royals,116,Detroit Tigers,2,3,0,5,-1,543475,Jordan Lyles,666159,Matt Manning,7,Kauffman Stadium,Partly Cloudy,84,"10 mph, In From RF",9,1
717369,2023-07-17,2023-07-18T01:38:00Z,2023,R,N,1,1,night,9,Final,108,Los Angeles Angels,147,New York Yankees,4,3,1,7,1,656288,Griffin Canning,622663,Luis Severino,1,Angel Stadium,Clear,79,"9 mph, Out To CF",10,1
717370,2023-07-17,2023-07-18T00:05:00Z,2023,R,N,1,1,night,9,Final,112,Chicago Cubs,120,Washington Nationals,5,7,0,12,-2,592767,Drew Smyly,669022,MacKenzie Gore,17,Wrigley Field,Clear,72,"6 mph, In From RF",9,1
717371,2023-07-17,2023-07-17T23:05:00Z,2023,R,N,1,1,night,9,Final,134,Pittsburgh Pirates,114,Cleveland Guardians,0,11,0,11,-11,682990,Quinn Priester,675540,Xzavion Curry,31,PNC Park,Drizzle,67,"9 mph, R To L",9,1
717372,2023-07-17,2023-07-17T23:05:00Z,2023,R,N,1,1,night,9,Final,110,Baltimore Orioles,119,Los Angeles Dodgers,4,6,0,10,-2,680570,Grayson Rodriguez,686218,Emmet Sheehan,2,Oriole Park at Camden Yards,Clear,89,"8 mph, Out To CF",9,1
717374,2023-07-17,2023-07-17T23:45:00Z,2023,R,N,1,1,night,9,Final,138,St. Louis Cardinals,146,Miami Marlins,6,4,1,10,2,571945,Miles Mikolas,666200,Jesús Luzardo,2889,Busch Stadium,Cloudy,80,"7 mph, Out To RF",9,0
717375,2023-07-17,2023-07-17T23:10:00Z,2023,R,N,1,1,night,9,Final,113,Cincinnati Reds,137,San Francisco Giants,2,4,0,6,-2,682227,Brandon Williamson,657277,Logan Webb,2602,Great American Ball Park,Partly Cloudy,85,"10 mph, Out To CF",10,1
717349,2023-07-18,2023-07-19T01:40:00Z,2023,R,N,1,2,night,9,Final,133,Oakland Athletics,111,Boston Red Sox,3,0,1,3,3,665622,Luis Medina,682175,Joe Jacques,10,Oakland Coliseum,Clear,63,"15 mph, Out To RF",9,0
717350,2023-07-18,2023-07-19T01:40:00Z,2023,R,N,1,2,night,9,Final,136,Seattle Mariners,142,Minnesota Twins,3,10,0,13,-7,693433,Bryan Woo,641927,Bailey Ober,680,T-Mobile Park,Clear,77,"10 mph, L To R",9,1
717352,2023-07-18,2023-07-19T01:38:00Z,2023,R,N,1,2,night,9,Final,108,Los Angeles Angels,147,New York Yankees,5,1,1,6,4,663776,Patrick Sandoval,593334,Domingo Germán,1,Angel Stadium,Clear,82,"9 mph, R To L",9,0
717353,2023-07-18,2023-07-19T00:05:00Z,2023,R,N,1,2,night,9,Final,112,Chicago Cubs,120,Washington Nationals,17,3,1,20,14,592791,Jameson Taillon,571578,Patrick Corbin,17,Wrigley Field,Clear,73,"9 mph, In From RF",9,0
717354,2023-07-18,2023-07-19T00:05:00Z,2023,R,N,1,2,night,9,Final,140,Texas Rangers,139,Tampa Bay Rays,5,3,1,8,2,543135,Nathan Eovaldi,671737,Taj Bradley,5325,Globe Life Field,Roof Closed,74,"0 mph, None",9,0
